Tweet Date,Posted By,Posted By Profile Pic,Posted By Profile URL,Posted By Twitter Handle,Tweet URL,Content,Tags,Comments,Media
"01:08 PM, Jun 06, 2023",leshka_eth,https://pbs.twimg.com/profile_images/1646925401300557841/XxSh38Qi_normal.jpg,https://twitter.com/leshka_eth/,leshka_eth,https://twitter.com/leshka_eth/status/1666069496761810944,"zkSync is going to be the biggest #airdrop in history. You don't want to miss it.

I've prepared a FREE &amp; INTERACTIVE DASHBOARD for you with all the instructions for receiving the airdrop.

Follow the link below 🔽 https://t.co/u3pnNPjwxZ",Airdrop,,https://pbs.twimg.com/media/Fx8RYHUaYAMzFoM.jpg
